row,col,longitude,latitude,slope_deg,july_tmax_c,ndvi
0,107,-110.47,30.822,6.347,37.37,-0.04612652716302607
0,108,-110.426,30.822,4.29,37.37,-0.043482389481185685
0,109,-110.382,30.822,1.989,37.37,-0.03690099290858926
0,110,-110.338,30.822,1.342,37.37,-0.029007826414884266
0,111,-110.294,30.822,3.34,37.37,-0.028849433104205225
0,112,-110.25,30.822,5.042,37.37,-0.030955568577063653
0,113,-110.206,30.822,5.999,37.37,-0.0229983698740239
0,114,-110.162,30.822,3.323,37.37,-0.022388362142275495
0,115,-110.118,30.822,2.223,37.37,-0.02468837271160058
0,116,-110.074,30.822,3.386,37.37,-0.02468158339944173
0,117,-110.03,30.822,2.287,37.37,-0.032037043158683255
0,118,-109.986,30.822,2.978,37.37,-0.03637805534039178
0,119,-109.942,30.822,4.567,37.37,-0.043219421833196436
0,120,-109.898,30.822,5.7,37.37,-0.04611071034416986
0,121,-109.854,30.822,7.878,37.37,-0.04116907913806225
0,122,-109.81,30.822,4.318,37.37,-0.03681137722185841
0,123,-109.766,30.822,2.088,37.37,-0.027730763327406177
0,124,-109.722,30.822,1.36,37.37,-0.029494363264114164
0,125,-109.678,30.822,1.249,37.37,-0.03030055446695861
0,126,-109.634,30.822,1.403,37.37,-0.02201391367163834
0,127,-109.59,30.822,1.083,37.37,-0.023081741352700358
0,128,-109.546,30.822,2.159,37.37,-0.02408757936632443
0,129,-109.502,30.822,4.224,37.37,-0.026090410278830495
0,130,-109.458,30.822,6.407,37.37,-0.03291956349248106
0,131,-109.414,30.822,7.808,37.37,-0.037059545022638495
0,132,-109.37,30.822,5.553,37.37,-0.04382137469969567
0,133,-109.326,30.822,4.819,37.37,-0.04684418803662641
0,134,-109.282,30.822,5.814,37.37,-0.040463786201541826
0,135,-109.238,30.822,1.344,37.37,-0.0351391023323626
0,136,-109.194,30.822,4.163,37.37,-0.026761900755588423
0,137,-109.15,30.822,8.774,37.37,-0.030372417812867984
0,138,-109.106,30.822,3.303,37.37,-0.028631869489364102
0,139,-109.062,30.822,4.058,37.37,-0.021419379864505164
0,140,-109.018,30.822,10.192,37.37,-0.023692805806908357
1,0,-115.178,30.866,0.833,37.37,-0.023130558641005168
1,1,-115.134,30.866,0.434,37.37,-0.027789780953468058
1,2,-115.09,30.866,2.308,37.37,-0.03506184268377349
1,3,-115.046,30.866,7.074,37.37,-0.04268802837814151
1,4,-115.002,30.866,2.926,37.37,-0.047698040157620226
1,5,-114.958,30.866,5.96,37.37,-0.04517244231464414
1,6,-114.914,30.866,1.765,37.37,-0.03405013897931613
1,7,-114.87,30.866,1.017,37.37,-0.02961160085935065
1,8,-114.826,30.866,0.707,37.37,-0.02671304250516676
1,9,-114.782,30.866,0.44,37.37,-0.025264820138466253
1,10,-114.738,30.866,0.474,37.37,-0.02286098185262994
1,11,-114.694,30.866,0.112,37.37,-0.024315302191087147
1,12,-114.65,30.866,,37.37,-0.02325310387678782
1,13,-114.606,30.866,,37.37,-0.0230988678626459
1,14,-114.562,30.866,,37.37,-0.02872414681608388
1,15,-114.518,30.866,,37.37,-0.03702914237735468
1,16,-114.474,30.866,,37.37,-0.043586802600093975
1,17,-114.43,30.866,,37.37,-0.04833064943034042
1,18,-114.386,30.866,,37.37,-0.04471679803697471
1,19,-114.342,30.866,,37.37,-0.031040463755773285
1,20,-114.298,30.866,,37.37,-0.029985256107117428
1,21,-114.254,30.866,,37.37,-0.02529937425121389
1,22,-114.21,30.866,,37.37,-0.026488762454774474
1,23,-114.166,30.866,,37.37,-0.021384260266248227
1,24,-114.122,30.866,,37.37,-0.024829014288657848
1,25,-114.078,30.866,,37.37,-0.022589197997370965
1,26,-114.034,30.866,,37.37,-0.023513681535307397
1,27,-113.99,30.866,,37.37,-0.03071617300571463
1,28,-113.946,30.866,,37.37,-0.03879857052848228
1,29,-113.902,30.866,,37.37,-0.044969540655763154
1,30,-113.858,30.866,,37.37,-0.04864294928958756
1,31,-113.814,30.866,,37.37,-0.04247688399453577
1,32,-113.77,30.866,,37.37,-0.03000962542562109
1,33,-113.726,30.866,,37.37,-0.029039572403919883
1,34,-113.682,30.866,,37.37,-0.024266054331688287
1,35,-113.638,30.866,,37.37,-0.027374488609141278
1,36,-113.594,30.866,,37.37,-0.01991249538449374
1,37,-113.55,30.866,,37.37,-0.025280776335497593
1,38,-113.506,30.866,,37.37,-0.02278081959521167
1,39,-113.462,30.866,,37.37,-0.024675133450902376
1,40,-113.418,30.866,,37.37,-0.03172949690151325
1,41,-113.374,30.866,,37.37,-0.0407813917701807
1,42,-113.33,30.866,0.0,37.37,-0.046117919549816276
1,43,-113.286,30.866,0.0,37.37,-0.04754229298107633
1,44,-113.242,30.866,0.0,37.37,-0.04012525889791232
1,45,-113.198,30.866,0.0,37.37,-0.029538427640093776
1,46,-113.154,30.866,0.0,37.37,-0.028524079368930214
1,47,-113.11,30.866,0.155,37.37,-0.023727681052345292
1,48,-113.066,30.866,0.036,37.37,-0.02682340991481693
1,49,-113.022,30.866,0.144,37.37,-0.02052767053185833
1,50,-112.978,30.866,0.238,37.37,-0.02488118117151702
1,51,-112.934,30.866,0.175,37.37,-0.022851666859106053
1,52,-112.89,30.866,0.148,37.37,-0.02615237498430026
1,53,-112.846,30.866,0.129,37.37,-0.032973984917195207
1,54,-112.802,30.866,0.133,37.37,-0.042319723406876536
1,55,-112.758,30.866,0.221,37.37,-0.04726665010870065
1,56,-112.714,30.866,0.285,37.37,-0.04649991905330289
1,57,-112.67,30.866,0.366,37.37,-0.03672267057942644
1,58,-112.626,30.866,0.328,37.37,-0.02920929616164863
1,59,-112.582,30.866,0.367,37.37,-0.027524240403712156
1,60,-112.538,30.866,0.456,37.37,-0.024321831043527493
1,61,-112.494,30.866,0.499,37.37,-0.02518358840336653
1,62,-112.45,30.866,0.527,37.37,-0.022594234175325432
1,63,-112.406,30.866,0.477,37.37,-0.024100359487109896
1,64,-112.362,30.866,0.364,37.37,-0.023130558641005168
1,65,-112.318,30.866,0.941,37.37,-0.027789780953468058
1,66,-112.274,30.866,1.302,37.37,-0.03506184268377349
1,67,-112.23,30.866,1.539,37.37,-0.04268802837814151
1,68,-112.186,30.866,1.048,37.37,-0.047698040157620226
1,69,-112.142,30.866,1.572,37.37,-0.04517244231464414
1,70,-112.098,30.866,7.303,37.37,-0.03405013897931613
1,71,-112.054,30.866,7.002,37.37,-0.02961160085935065
1,72,-112.01,30.866,4.549,37.37,-0.02671304250516676
1,73,-111.966,30.866,1.797,37.37,-0.025264820138466253
1,74,-111.922,30.866,1.148,37.37,-0.02286098185262994
1,75,-111.878,30.866,0.654,37.37,-0.024315302191087147
1,76,-111.834,30.866,0.472,37.37,-0.02325310387678782
1,77,-111.79,30.866,0.682,37.37,-0.02295756156247819
1,78,-111.746,30.866,0.584,37.37,-0.029681303268454206
1,79,-111.702,30.866,0.87,37.37,-0.03795163124567391
1,80,-111.658,30.866,0.683,37.37,-0.0443003420997008
1,81,-111.614,30.866,0.828,37.37,-0.04861853190664376
1,82,-111.57,30.866,0.777,37.37,-0.04355502061886361
1,83,-111.526,30.866,3.649,37.37,-0.030481385001544545
1,84,-111.482,30.866,1.943,37.37,-0.02947753700505201
1,85,-111.438,30.866,2.012,37.37,-0.024874855064870985
1,86,-111.394,30.866,1.011,37.37,-0.026893927755531302
1,87,-111.35,30.866,0.955,37.37,-0.02069879650513665
1,88,-111.306,30.866,0.929,37.37,-0.024908196379563242
1,89,-111.262,30.866,1.585,37.37,-0.022763079567998102
1,90,-111.218,30.866,1.224,37.37,-0.02402914816253388
1,91,-111.174,30.866,0.777,37.37,-0.031356070159616625
1,92,-111.13,30.866,0.742,37.37,-0.039657680590848295
1,93,-111.086,30.866,1.588,37.37,-0.045639126898943644
1,94,-111.042,30.866,9.262,37.37,-0.048034308156869425
1,95,-110.998,30.866,7.573,37.37,-0.041232182312185194
1,96,-110.954,30.866,7.363,37.37,-0.030008777426296505
1,97,-110.91,30.866,3.436,37.37,-0.02889996093912823
1,98,-110.866,30.866,2.002,37.37,-0.023843033666346002
1,99,-110.822,30.866,1.638,37.37,-0.027658259530070353
1,100,-110.778,30.866,4.784,37.37,-0.01935679650086973
1,101,-110.734,30.866,6.227,37.37,-0.02541164508760847
1,102,-110.69,30.866,5.267,37.37,-0.02273930820902659
1,103,-110.646,30.866,3.35,37.37,-0.0253481672708886
1,104,-110.602,30.866,5.172,37.37,-0.032118871327526256
1,105,-110.558,30.866,12.301,37.37,-0.041861277950787076
1,106,-110.514,30.866,7.756,37.37,-0.04649044698436979
1,107,-110.47,30.866,4.628,37.37,-0.047254639885840735
1,108,-110.426,30.866,2.719,37.37,-0.03874811788021692
1,109,-110.382,30.866,1.703,37.37,-0.029019688839592588
1,110,-110.338,30.866,2.106,37.37,-0.02799976833090851
1,111,-110.294,30.866,2.878,37.37,-0.02391434720318494
1,112,-110.25,30.866,4.785,37.37,-0.02605488440471669
1,113,-110.206,30.866,3.599,37.37,-0.02164899717846222
1,114,-110.162,30.866,3.815,37.37,-0.02449678940071495
1,115,-110.118,30.866,2.171,37.37,-0.022898418712827686
1,116,-110.074,30.866,1.639,37.37,-0.026907972605230215
1,117,-110.03,30.866,3.122,37.37,-0.03400971707268304
1,118,-109.986,30.866,5.871,37.37,-0.0426448399982763
1,119,-109.942,30.866,10.042,37.37,-0.04778220843963774
1,120,-109.898,30.866,9.043,37.37,-0.045604595420885075
1,121,-109.854,30.866,9.481,37.37,-0.034926295151864566
1,122,-109.81,30.866,5.986,37.37,-0.029665443392363898
1,123,-109.766,30.866,3.551,37.37,-0.027110513008272455
1,124,-109.722,30.866,2.986,37.37,-0.024865594405070742
1,125,-109.678,30.866,2.725,37.37,-0.024047934147791078
1,126,-109.634,30.866,2.169,37.37,-0.023445387373219016
1,127,-109.59,30.866,1.23,37.37,-0.0238285285908737
1,128,-109.546,30.866,1.852,37.37,-0.023108290534306665
1,129,-109.502,30.866,6.045,37.37,-0.028248848640853072
1,130,-109.458,30.866,4.79,37.37,-0.036058506258699524
1,131,-109.414,30.866,8.3,37.37,-0.04296896514446481
1,132,-109.37,30.866,5.268,37.37,-0.04792285966230099
1,133,-109.326,30.866,7.865,37.37,-0.045198229086446925
1,134,-109.282,30.866,7.167,37.37,-0.0325292492382126
1,135,-109.238,30.866,1.742,37.37,-0.029585403313144156
1,136,-109.194,30.866,1.736,37.37,-0.026032633437614198
1,137,-109.15,30.866,4.767,37.37,-0.026039781484989692
1,138,-109.106,30.866,3.694,37.37,-0.021885072803413324
1,139,-109.062,30.866,7.413,37.37,-0.02488732013908485
1,140,-109.018,30.866,10.236,37.37,-0.023028563541994063
2,0,-115.178,30.91,0.567,37.37,-0.022431779840386606
2,1,-115.134,30.91,1.02,37.37,-0.052544671655809255
2,2,-115.09,30.91,2.516,37.37,-0.07517554478723855
2,3,-115.046,30.91,3.969,37.37,-0.07694918574434188
2,4,-115.002,30.91,2.993,37.37,-0.016935232075592107
2,5,-114.958,30.91,7.015,37.37,-0.035807843147537294
2,6,-114.914,30.91,7.53,37.37,-6.668108529001932e-05
2,7,-114.87,30.91,2.978,37.37,-0.009559395227302368
2,8,-114.826,30.91,0.887,37.37,-0.022400168874330658
2,9,-114.782,30.91,0.46,37.37,-0.02711972792091962
2,10,-114.738,30.91,4.07,37.37,-0.03244909802145645
2,11,-114.694,30.91,0.18,37.37,-0.03310800834805559
2,12,-114.65,30.91,,37.37,-0.04508570221056237
2,13,-114.606,30.91,,37.37,-0.03803687527925503
2,14,-114.562,30.91,,37.37,-0.050043831731933046
2,15,-114.518,30.91,,37.37,-0.0871028487129604
2,16,-114.474,30.91,,37.37,-0.048019490225609196
2,17,-114.43,30.91,,37.37,-0.0343998393649305
2,18,-114.386,30.91,,37.37,-0.025902000458350317
2,19,-114.342,30.91,,37.37,-0.005003914911664567
2,20,-114.298,30.91,,37.37,-0.014254147071854437
2,21,-114.254,30.91,,37.37,-0.014477966222032821
2,22,-114.21,30.91,,37.37,-0.026899432265485683
2,23,-114.166,30.91,,37.37,-0.038829136417370534
2,24,-114.122,30.91,,37.37,-0.037204674648847524
2,25,-114.078,30.91,,37.37,-0.0244356764677838
2,26,-114.034,30.91,,37.37,-0.04417049906837361
2,27,-113.99,30.91,,37.37,-0.058985900179197005
2,28,-113.946,30.91,,37.37,-0.09530476509147516
2,29,-113.902,30.91,,37.37,-0.045304733627093224
2,30,-113.858,30.91,,37.37,-0.02775965683693465
2,31,-113.814,30.91,,37.37,-0.018704615988336334
2,32,-113.77,30.91,,37.37,-0.015946792206247295
2,33,-113.726,30.91,,37.37,-0.007125428861015871
2,34,-113.682,30.91,,37.37,-0.016827213185298184
2,35,-113.638,30.91,,37.37,-0.023186201378763677
2,36,-113.594,30.91,,37.37,-0.039326842147592356
2,37,-113.55,30.91,,37.37,-0.05912707145023901
2,38,-113.506,30.91,,37.37,-0.015309229415922488
2,39,-113.462,30.91,,37.37,-0.03293034593713994
2,40,-113.418,30.91,,37.37,-0.07097229932983701
2,41,-113.374,30.91,,37.37,-0.09065801556232676
2,42,-113.33,30.91,0.0,37.37,-0.03488296737368952
2,43,-113.286,30.91,0.0,37.37,-0.03769222954150835
2,44,-113.242,30.91,0.0,37.37,-0.006882047416892577
2,45,-113.198,30.91,0.0,37.37,-0.017093832313859195
2,46,-113.154,30.91,0.0,37.37,-0.005129102682385257
2,47,-113.11,30.91,0.199,37.37,-0.024324868904469797
2,48,-113.066,30.91,0.103,37.37,-0.0339955639170725
2,49,-113.022,30.91,0.13,37.37,-0.03469916353555419
2,50,-112.978,30.91,0.226,37.37,-0.0510116548944349
2,51,-112.934,30.91,0.152,37.37,-0.026824429658320076
2,52,-112.89,30.91,0.772,37.37,-0.03419819312261818
2,53,-112.846,30.91,0.148,37.37,-0.07071568732836031
2,54,-112.802,30.91,0.621,37.37,-0.0865375684321095
2,55,-112.758,30.91,0.307,37.37,-0.03607924388195966
2,56,-112.714,30.91,0.36,37.37,-0.02660094328396536
2,57,-112.67,30.91,0.464,37.37,-0.002497494944422265
2,58,-112.626,30.91,0.531,37.37,-0.0157457357750284
2,59,-112.582,30.91,0.592,37.37,-0.008539815090029526
2,60,-112.538,30.91,0.709,37.37,-0.027036662854256516
2,61,-112.494,30.91,1.573,37.37,-0.03379576995283612
2,62,-112.45,30.91,1.003,37.37,-0.03616663311123524
2,63,-112.406,30.91,0.5,37.37,-0.05109949628425795
2,64,-112.362,30.91,0.485,37.37,-0.022431779840386606
2,65,-112.318,30.91,1.386,37.37,-0.052544671655809255
2,66,-112.274,30.91,5.764,37.37,-0.07517554478723855
2,67,-112.23,30.91,3.909,37.37,-0.07694918574434188
2,68,-112.186,30.91,4.878,37.37,-0.016935232075592107
2,69,-112.142,30.91,5.588,37.37,-0.035807843147537294
2,70,-112.098,30.91,9.624,37.37,-6.668108529001932e-05
2,71,-112.054,30.91,5.06,37.37,-0.009559395227302368
2,72,-112.01,30.91,1.275,37.37,-0.022400168874330658
2,73,-111.966,30.91,0.421,37.37,-0.02711972792091962
2,74,-111.922,30.91,0.419,37.37,-0.03244909802145645
2,75,-111.878,30.91,0.475,37.37,-0.03310800834805559
2,76,-111.834,30.91,0.557,37.37,-0.04508570221056237
2,77,-111.79,30.91,0.688,37.37,-0.031303438382922065
2,78,-111.746,30.91,0.889,37.37,-0.054685196955853645
2,79,-111.702,30.91,1.04,37.37,-0.09602183260238806
2,80,-111.658,30.91,0.777,37.37,-0.04308943531760227
2,81,-111.614,30.91,0.925,37.37,-0.03545093341663685
2,82,-111.57,30.91,0.956,37.37,-0.01941921235051134
2,83,-111.526,30.91,2.003,37.37,-0.009950861359374836
2,84,-111.482,30.91,0.899,37.37,-0.00749033675296451
2,85,-111.438,30.91,2.29,37.37,-0.01705489413938444
2,86,-111.394,30.91,3.289,37.37,-0.03108550774137999
2,87,-111.35,30.91,1.463,37.37,-0.03704103862435284
2,88,-111.306,30.91,0.974,37.37,-0.046438342618397355
2,89,-111.262,30.91,3.019,37.37,-0.013149352585722127
2,90,-111.218,30.91,1.554,37.37,-0.045125170450948104
2,91,-111.174,30.91,1.298,37.37,-0.061009352097051744
2,92,-111.13,30.91,0.958,37.37,-0.10015460892446024
2,93,-111.086,30.91,3.529,37.37,-0.04502614363751118
2,94,-111.042,30.91,7.199,37.37,-0.02301745046482254
2,95,-110.998,30.91,7.045,37.37,-0.01954717824713526
2,96,-110.954,30.91,4.925,37.37,-0.007883568235226764
2,97,-110.91,30.91,3.117,37.37,-0.006941822437255552
2,98,-110.866,30.91,2.412,37.37,-0.026851282466388893
2,99,-110.822,30.91,3.289,37.37,-0.03147473804652903
2,100,-110.778,30.91,11.017,37.37,-0.03501204800694376
2,101,-110.734,30.91,12.182,37.37,-0.05084233949491864
2,102,-110.69,30.91,8.266,37.37,-0.016455201477024176
2,103,-110.646,30.91,4.955,37.37,-0.03530815316388576
2,104,-110.602,30.91,3.453,37.37,-0.07799750570368051
2,105,-110.558,30.91,7.422,37.37,-0.09203808860486086
2,106,-110.514,30.91,7.239,37.37,-0.02370305743431553
2,107,-110.47,30.91,2.829,37.37,-0.038886520997128714
2,108,-110.426,30.91,2.321,37.37,-0.001944066987448093
2,109,-110.382,30.91,3.164,37.37,-0.01379959546110055
2,110,-110.338,30.91,3.398,37.37,-0.01363969537013577
2,111,-110.294,30.91,2.926,37.37,-0.024791298750612412
2,112,-110.25,30.91,5.29,37.37,-0.032109209753755044
2,113,-110.206,30.91,5.161,37.37,-0.032529491075714144
2,114,-110.162,30.91,2.848,37.37,-0.052551981124526984
2,115,-110.118,30.91,1.774,37.37,-0.027256137507745092
2,116,-110.074,30.91,2.215,37.37,-0.044914161728101046
2,117,-110.03,30.91,3.108,37.37,-0.0673224110638733
2,118,-109.986,30.91,9.829,37.37,-0.07599894221715123
2,119,-109.942,30.91,12.327,37.37,-0.033561407217303295
2,120,-109.898,30.91,11.161,37.37,-0.026953380628380777
2,121,-109.854,30.91,8.464,37.37,-0.005174256312369647
2,122,-109.81,30.91,3.159,37.37,-0.014033025753318894
2,123,-109.766,30.91,2.519,37.37,-0.014539603326816655
2,124,-109.722,30.91,2.932,37.37,-0.025461945737008516
2,125,-109.678,30.91,3.18,37.37,-0.03477298490931356
2,126,-109.634,30.91,1.488,37.37,-0.04391244998305053
2,127,-109.59,30.91,0.804,37.37,-0.038911571829928916
2,128,-109.546,30.91,3.6,37.37,-0.025997198292430298
2,129,-109.502,30.91,6.773,37.37,-0.05598918505934561
2,130,-109.458,30.91,4.558,37.37,-0.08769826587719333
2,131,-109.414,30.91,5.383,37.37,-0.04989024067342134
2,132,-109.37,30.91,4.292,37.37,-0.02941462651594998
2,133,-109.326,30.91,6.234,37.37,-0.031695730207343197
2,134,-109.282,30.91,2.447,37.37,0.0014949062779143596
2,135,-109.238,30.91,1.24,37.37,-0.01686729302385464
2,136,-109.194,30.91,1.769,37.37,-0.018491871111485182
2,137,-109.15,30.91,3.646,37.37,-0.026146111767806166
2,138,-109.106,30.91,10.106,37.37,-0.0364174576315552
2,139,-109.062,30.91,11.578,37.37,-0.04058755467939994
2,140,-109.018,30.91,10.123,37.37,-0.03593578178007711
3,0,-115.178,30.954,1.259,37.37,-0.10919458404668753
3,1,-115.134,30.954,1.168,37.37,-0.08121676538681721
3,2,-115.09,30.954,1.457,37.37,-0.06164389188455592
3,3,-115.046,30.954,6.539,37.37,-0.0915712187888606
3,4,-115.002,30.954,3.374,37.37,-0.10951361164670007
3,5,-114.958,30.954,9.899,37.37,-0.10618460817024836
3,6,-114.914,30.954,10.175,37.37,-0.10193897279754614
3,7,-114.87,30.954,6.334,37.37,-0.11067388797794646
3,8,-114.826,30.954,0.604,37.37,-0.07955053327582572
3,9,-114.782,30.954,0.59,37.37,-0.06085642005713529
3,10,-114.738,30.954,1.099,37.37,-0.026146573325732562
3,11,-114.694,30.954,0.024,37.37,-0.0727520021251652
3,12,-114.65,30.954,,37.37,-0.08842006038929534
3,13,-114.606,30.954,,37.37,-0.09916379173191073
3,14,-114.562,30.954,,37.37,-0.0806754965557519
3,15,-114.518,30.954,,37.37,-0.05642080569112168
3,16,-114.474,30.954,,37.37,-0.09410660996437938
3,17,-114.43,30.954,,37.37,-0.119838387448898
3,18,-114.386,30.954,,37.37,-0.10627527030304994
3,19,-114.342,30.954,,37.37,-0.10047581110228881
3,20,-114.298,30.954,,37.37,-0.09489622263538455
3,21,-114.254,30.954,,37.37,-0.09145050065852318
3,22,-114.21,30.954,,37.37,-0.05150088398690578
3,23,-114.166,30.954,,37.37,-0.022494483223393494
3,24,-114.122,30.954,,37.37,-0.07945837333923039
3,25,-114.078,30.954,,37.37,-0.10263641232753135
3,26,-114.034,30.954,,37.37,-0.0893326581145152
3,27,-113.99,30.954,,37.37,-0.06905335574944602
3,28,-113.946,30.954,,37.37,-0.06476376341149037
3,29,-113.902,30.954,,37.37,-0.11350248118675803
3,30,-113.858,30.954,,37.37,-0.10182373669393524
3,31,-113.814,30.954,,37.37,-0.11492342556365326
3,32,-113.77,30.954,,37.37,-0.09955070790546039
3,33,-113.726,30.954,,37.37,-0.0785650078404487
3,34,-113.682,30.954,,37.37,-0.09326626671118429
3,35,-113.638,30.954,,37.37,-0.052928920069467436
3,36,-113.594,30.954,,37.37,-0.03309703864156264
